stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id
ASPO722,"","via della cantoniera putzolu spiegana","","40.924370001754","9.4085400000099",""
ASPO723,"","via cant. putzolu via stazzu littunedda","","40.925950001754","9.4080600000099",""
ASPO730,"","via cant. putzolu dopo ss127","","40.909890001751","9.4047400000098",""
ASPO731,"","ss127 fronte via scalpitta","","40.916400001754","9.4335400000105",""
ASPO751,"","via vittorio veneto lato via apulia","","40.92119000176","9.4803000000117",""
ASPO752,"","via vittorio veneto fronte scuola","","40.92078000176","9.4776900000116",""
ASPO753,"","via vittorio veneto fronte via capuana","","40.920140001759","9.4741600000115",""
ASPO755,"","via marco polo 1a fermata","","40.920450001759","9.4717200000115",""
ASPO756,"","via marco polo 2a fermata (ospitone)","","40.923100001759","9.4705100000115",""
ASPO757,"","via vittorio veneto fronte via cook","","40.919230001759","9.4696800000114",""
ASPO758,"","ss127 lato via plutone","","40.918980001758","9.4636800000113",""
ASPO759,"","ss127 fronte via saligheddu","","40.919840001757","9.4556900000111",""
ASPO760,"","ss127 lato via maltanedda","","40.920260001757","9.4496600000109",""
ASPO761,"","ss127 fronte via del nuraghe","","40.920150001756","9.4470200000109",""
ASPO762,"","ss127 fronte via lu caprioni","","40.919960001756","9.4435800000108",""
ASPO763,"","ss127 lato via monte a telti","","40.918580001755","9.4386500000107",""
ASPO764,"","ss127 lato via stazzu scalpitta","","40.917700001755","9.4371900000106",""
ASPO765,"","ss127 km 6.200 direzione centro","","40.915990001754","9.4321300000105",""
ASPO766,"","ss127 lato il botteghino","","40.914880001754","9.4273600000104",""
ASPO767,"","ss127 lato via santa elisabetta","","40.910880001752","9.4102900000099",""
ASPO768,"","via cant. putzolu lato via peditoltu","","40.912490001751","9.4045500000098",""
ASPO769,"","via cant. putzolu fronte st.zo caprolu","","40.918180001753","9.4078300000099",""
ASPO770,"","via cant. putzolu via rio di lu caprolu","","40.921100001753","9.4100200000099",""
ASPO771,"","via cant. putzolu lato via spiegana","","40.922610001754","9.4097500000099",""
ASPO772,"","via della cantoniera putzolu spiegana","","40.924670001754","9.4083500000099",""
ASPO773,"","via cant. putzolu via stazzu littunedda","","40.925940001754","9.4079900000099",""
ASPO780,"","via cant. putzolu intersez. ss127","","40.909760001751","9.4046000000098",""
ASPO781,"","ss127 lato via stazzu scalpitta","","40.916240001754","9.4335900000105",""
ASPO791,"","capoline caresi","","40.930610001755","9.4095000000099",""
ASPO801,"","via ungheria stadio bruno nespoli","","40.915890001761","9.493930000012",""
ASPO802,"","via ungheria nespoli","","40.915580001761","9.491180000012",""
ASPO803,"","via germania civico 370","","40.91561000176","9.4884000000119",""
ASPO804,"","via gran bretagna (lato segheria)","","40.91447000176","9.4881800000119",""
ASPO805,"","via campobasso fronte parco","","40.91209000176","9.4878300000119",""
ASPO806,"","via la spezia 1a fermata fronte parco","","40.912220001759","9.4858800000118",""
ASPO807,"","via la spezia 2a fermata fronte parco","","40.91345000176","9.4875700000119",""
ASPO808,"","via messico","","40.91343000176","9.4898900000119",""
ASPO809,"","via belluno civico 55/57","","40.91215000176","9.491910000012",""
ASPO810,"","via faenza civico 40","","40.91195000176","9.493550000012",""
ASPO811,"","via faenza civico 78","","40.91043000176","9.493920000012",""
ASPO812,"","via vicenza lato istituto tecnico","","40.90858000176","9.494740000012",""
ASPO813,"","via vicenza lato market","","40.909060001761","9.4981600000121",""
ASPO814,"","via vicenza (via asti)","","40.909340001761","9.5003400000122",""
ASPO815,"","via venafiorita (ex tribunale)","","40.911360001761","9.5007400000122",""
ASPO816,"","via lituania (lato pescheria)","","40.915140001762","9.4965400000121",""
ASPO817,"","via imperia (via lettonia)","","40.914430001761","9.4957800000121",""
ASPO818,"","via imperia lato civico 76","","40.911420001761","9.4970600000121",""
ASPO820,"","via roma palazzo pinna","","40.915850001761","9.4958000000121",""
ASPO821,"","via roma fronte sacra famiglia","","40.915680001762","9.4989000000122",""
ASPO822,"","via roma lato market","","40.914640001762","9.5002700000122",""
ASPO823,"","via roma cimitero","","40.912900001762","9.5007000000122",""
ASPO825,"","via mestre fronte terminal","","40.909630001763","9.5122300000125",""
ASPO826,"","via modena lato via parma","","40.910130001763","9.5136100000125",""
ASPO827,"","via modena fronte via jesolo","","40.910170001764","9.5163800000126",""
ASPO828,"","via modena ultima fermata","","40.910240001764","9.5195500000127",""
ASPO830,"","ss 125 lato jazz hotel","","40.909290001763","9.5127500000125",""
ASPO831,"","via degli astronauti lato carabinieri","","40.906830001763","9.5126600000125",""
ASPO832,"","cimitero nuovo","","40.894940001758","9.4993500000121",""
ASPO833,"","aeroporto aviazione generale","","40.897620001759","9.5024700000122",""
ASPO834,"","aeroporto partenze","","40.902790001762","9.5145500000125",""
ASPO840,"","via vena fiorita istituto agrario","","40.905610001761","9.5014000000122",""
